sensor_01_max,sensor_01_auc,sensor_01_rise,sensor_01_decay,sensor_02_max,sensor_02_auc,sensor_02_rise,sensor_02_decay,sensor_03_max,sensor_03_auc,sensor_03_rise,sensor_03_decay,sensor_04_max,sensor_04_auc,sensor_04_rise,sensor_04_decay,sensor_05_max,sensor_05_auc,sensor_05_rise,sensor_05_decay,sensor_06_max,sensor_06_auc,sensor_06_rise,sensor_06_decay,sensor_07_max,sensor_07_auc,sensor_07_rise,sensor_07_decay,sensor_08_max,sensor_08_auc,sensor_08_rise,sensor_08_decay,sensor_09_max,sensor_09_auc,sensor_09_rise,sensor_09_decay,sensor_10_max,sensor_10_auc,sensor_10_rise,sensor_10_decay,sensor_11_max,sensor_11_auc,sensor_11_rise,sensor_11_decay,sensor_12_max,sensor_12_auc,sensor_12_rise,sensor_12_decay,sensor_13_max,sensor_13_auc,sensor_13_rise,sensor_13_decay,sensor_14_max,sensor_14_auc,sensor_14_rise,sensor_14_decay,sensor_15_max,sensor_15_auc,sensor_15_rise,sensor_15_decay,sensor_16_max,sensor_16_auc,sensor_16_rise,sensor_16_decay
4.240353194583693,185.23246646235933,0.07809589134992806,0.11547178750935724,5.067187178003297,221.84092497380607,0.09352669048008504,0.13772461208377373,4.529231119449137,198.3917145364581,0.08346256979091239,0.12316211413861883,4.834266320101857,211.2279707409872,0.08926198551468534,0.1315791237428356,4.256987182157622,186.493380328302,0.07828125276614087,0.11658516776056688,4.8994909326030545,213.35683693054875,0.09066636320108175,0.13229891661244297,4.669272853130712,204.49507505381052,0.08591142929331552,0.12690866359476338,4.725370953784996,207.34227202532782,0.0871717611370655,0.13091607787234372,4.377260169140733,191.1455374669478,0.08050579544836502,0.12146071930938022,4.79290535125595,208.57326051885596,0.0880386051708686,0.13225825683482662,4.562269802891596,199.66378798341154,0.0839435461998101,0.12628362958200998,4.874413637047715,212.4256916978959,0.08971947895093907,0.13243881164553273,4.293305025921612,186.71363585942913,0.07910512609177023,0.11792323101491722,4.967658810391823,217.25503146867104,0.09133987026584547,0.13528765793758785,4.563409588280272,200.00026281714767,0.08380903546888593,0.12512714266689953,4.902267724338161,214.76468401913144,0.09009668972276538,0.13304735372634785
4.369148693085543,190.50867281299415,0.08086247369287007,0.11792423782110048,5.383976766453554,235.32618093812977,0.09860919938570119,0.14692325543851326,4.630863774044554,201.8154231693874,0.08523943203001666,0.1266419370441018,4.694499481195317,205.30952405487366,0.08681667292839854,0.1278891288886083,4.30807964848254,188.42122060816845,0.07923013471915057,0.11839935867584425,5.130294066023308,224.33208656505502,0.0942757692183669,0.1421617233197185,4.786371942576114,208.83081145277978,0.08840163823082378,0.1302778660768305,4.69789631576762,205.63538374539016,0.08673385212451187,0.12846821057013,4.398848751692528,193.42469564237607,0.08075461352357163,0.1218393620997978,5.0445259759507,219.82905302147677,0.09383676890034061,0.13819907757466718,4.689264095138077,204.7668498526469,0.08646756219888599,0.12860224170471707,4.875371214734343,212.07596321361407,0.08992188002124839,0.13246294226739902,4.468713435194513,195.09386544054257,0.08180308826306901,0.12054513108758062,5.264345733135849,229.96184654922658,0.09712424911988336,0.1427123810629345,4.590851733500175,199.78359970908267,0.08461122398570581,0.12394530372664052,4.874129413020081,211.8016473138064,0.09006257715923043,0.13307205727460708
4.223752414160319,183.74114625928422,0.07761393886991941,0.11474349197952256,4.9494289082809395,216.41477383145087,0.09111945144497315,0.13545417271731028,4.403181022161201,193.2729468117578,0.08091113992465777,0.12153942406988091,4.627683639900355,202.37973484043965,0.08431089844169988,0.12596504133892483,4.2230347636923575,183.52497556302197,0.07795622733443772,0.11525239867737842,4.758806465182631,208.82265598943536,0.08707025370049014,0.13038512945476277,4.539465047004638,198.93000793498388,0.0834697524157746,0.12315233508025607,4.567771282702689,199.20694375528905,0.08411737316466397,0.12489225816072766,4.324164594291593,188.80784323037776,0.07957846459302591,0.11716789078869008,4.660396036527871,203.71069022524236,0.08583306209510316,0.12688791870726898,4.512938682402544,196.89824949781695,0.08324067721812409,0.12253217126791484,4.6626988159246086,204.10846717086443,0.0860948998260294,0.12646200278498707,4.230724366784864,185.57932160062532,0.07795547707269115,0.11333877721161287,4.824831874334684,211.4086687841141,0.08912554892998943,0.13295516035720958,4.459156785908341,195.28496565832427,0.08179012869853401,0.12150033540177163,4.68632630263443,204.4146822527751,0.08639669146415263,0.1288908141837711
4.249576738482904,186.17539955013837,0.07846673922618283,0.11578696278171868,5.084474797933515,223.40526773142065,0.09330305622324805,0.13851093374294363,4.469698405881179,194.9547735627077,0.08231888119114948,0.12109180858508321,4.68915327819616,206.04515403818036,0.08660458753306441,0.12793904778926846,4.2504522572964225,185.3223817584153,0.07850634754151231,0.11536200343796842,4.907042733787963,213.86886122253384,0.09041883623982117,0.13361013969652336,4.644116278772887,203.40489334507328,0.08598063233428413,0.12745612053769254,4.670677192341251,204.48873231674966,0.08605705414703177,0.12772448518666413,4.3507907088267155,190.81719077561004,0.07986808798799724,0.11866388712111893,4.792172913712632,209.37560501647138,0.08785978426733566,0.13104339834157344,4.546543206569583,198.41047187841795,0.08373865846176683,0.12471291567166906,4.783217560287658,209.5392843036539,0.08788561063899122,0.12972974459037567,4.332577295144517,188.4480709375932,0.07989033078496215,0.1177975060299365,5.009825181848326,217.824829066946,0.09259054728874934,0.13659952003676182,4.498900305863907,197.5899522202622,0.08261301258479334,0.12277026956585065,4.783263500249949,209.88057975967152,0.0879442942143429,0.13115171784693477
4.175022112134492,182.92243761942171,0.07662094099252745,0.1115490062094474,4.95587313333569,216.35017733899656,0.09135018247967885,0.13552480799210645,4.437372711970559,193.95326407118606,0.08179386802059545,0.12238137534113153,4.738718797221826,206.51571792046948,0.08765066716431096,0.12899377908282114,4.1986382619594025,183.41673593263965,0.07720562356032099,0.11423349235501137,4.786805324750213,208.91366108863724,0.08789555126847616,0.12967931542297234,4.593899344458815,201.37190127629506,0.08456133940390383,0.12680275026891,4.655334234242781,203.3422437027162,0.08558109621865069,0.12621483612210313,4.298729422248467,188.86536477810728,0.0795227072591775,0.11722682494932424,4.640962543254435,203.0529616452431,0.08517963563985448,0.12623236595777207,4.484372758052263,196.7884166006944,0.0824729219742274,0.12265585021908663,4.783701725312024,208.49026255651228,0.08800079884722045,0.13032287542795784,4.170176781947808,183.6527295221044,0.0746834217493447,0.11398564793051946,4.849383454020268,210.70177292279362,0.08922426802590487,0.1338358981511173,4.4611502721269325,194.72109284612466,0.08200087982216886,0.12099010233199846,4.801102298863169,209.03173081754264,0.0883381797047312,0.13165877988229852
4.433938781486983,192.79228157600178,0.08213613548036094,0.12057022855875973,5.299679135451257,231.23072314683586,0.09778461576314791,0.14560145331224597,4.607163503608331,201.4330433546591,0.08496113254208389,0.1254750102163772,5.014626037164835,219.9004872794913,0.09240662333994275,0.1368313840382509,4.379291864652911,192.34842066158186,0.08016303003481699,0.12260270431662053,5.0648860396287185,220.51064311858184,0.09337575045765072,0.13721598220039524,4.855127136412217,211.63814244921065,0.08970192469670646,0.13337971222309294,4.965994192943363,217.87512709408918,0.09121108258648673,0.13478273670099064,4.57720670892542,199.5716020513657,0.08418951898007498,0.1256272881771442,4.890829211338465,214.0000300067941,0.08981811990075295,0.13350733260552952,4.650984802012292,203.65879418773508,0.08532185634456703,0.1267988490381306,5.1419670705718294,224.85935291893895,0.09448520377325897,0.14015087745687585,4.444493888659528,194.51076702220183,0.08186129248379621,0.12194619005624999,5.14295022631196,225.23234869804006,0.09464639024594278,0.14130805667572016,4.675153092219686,204.0422119787621,0.08598592820429789,0.12752298346867305,5.154062065426119,225.28538247456908,0.09481963495278714,0.1415406521053376
4.285364765262748,187.56157510585817,0.07872877442047045,0.11654573594944727,5.039067292822963,221.01723082941118,0.09254628567411485,0.13577540842846597,4.480992473477978,195.7312441847861,0.08241025229194561,0.12197831602625563,5.030526432903436,219.14600350701411,0.09271947749215675,0.1380070634042961,4.329141816516305,189.0213855726473,0.07977345255919138,0.11838002078669506,4.854948138720552,212.4531763282067,0.08884065811022925,0.13101856203762152,4.701108513723833,205.11784483079498,0.0869737424415302,0.12933058977810846,4.90163906257522,215.19694355499072,0.09016590990752427,0.13409703483621105,4.454489596561864,195.72821404038748,0.08200317152230872,0.12279815295410206,4.667996135575242,205.18148324841917,0.08560264483669218,0.12683031661811675,4.521400510377434,197.5765187314273,0.08307892545606971,0.12429548487435493,5.030455292455618,219.37468640535678,0.09176978591969355,0.13672169955063881,4.30232019673669,188.2332939075033,0.07934495421360029,0.1170740896909571,4.925426406416736,215.37058887061755,0.09053971244513283,0.1344415418638807,4.545811198912521,198.81245758024065,0.08347799697270944,0.12587326652691644,5.092312956971896,222.24094939685978,0.09351890759006176,0.13946869245519566
4.1753938549175995,182.8871976897127,0.07690464902409501,0.115406966353956,4.919154634419499,215.51237752915574,0.09108591658405436,0.1332547021078053,4.5142074122534375,197.66930826366297,0.08302134675920751,0.12448555626264168,4.767519107227543,207.28030564965593,0.08773559325757442,0.1289781660401025,4.237362854823516,185.70324724969063,0.07790395298899107,0.11455399580195019,4.797856898458128,209.87516420186063,0.08774699845989792,0.1289196585451337,4.688547793497403,204.85041971492223,0.08664180083713799,0.12758049630929294,4.735863882885425,206.31167686618184,0.08505043164497231,0.12980737817349616,4.350384549420818,191.02969523019465,0.08018793361936996,0.11836825517301283,4.71705944294328,205.28615238591777,0.08726213555927285,0.1286783401085347,4.5828460265277915,201.0679042660269,0.08477926452082046,0.1260708801799756,4.781885767316289,209.0792139960891,0.08825725372400356,0.1296494779003586,4.243740446381582,185.1524955419451,0.07839228415083886,0.11428934957240576,4.859572577567774,212.04779314759838,0.08962022052655336,0.13284409323027543,4.640014807578623,202.16382936862863,0.08575998636050067,0.12529091964183464,4.767820275058979,209.06500333285035,0.08820064994003828,0.13143443183116074
4.223669111886684,185.08554799401273,0.07763805094244156,0.11578899558356827,5.045681617230187,221.03319831516419,0.09304416743484156,0.13703674131864169,4.340699054690361,189.7208000214312,0.0798623883370608,0.11760074930681089,4.800870695046156,209.17102313531066,0.08833130614493229,0.1312814885979647,4.2258152754203815,185.3924059384748,0.07813789389083468,0.11719403976449662,4.881129429508338,213.43776620048146,0.08967302929305093,0.1346677405580331,4.5439495021567495,198.28715845476702,0.08373334185703304,0.12531488854920572,4.720966476902894,206.55167961642724,0.08654729431413863,0.12883312064914962,4.391432918972328,191.77833741890564,0.08088930739819822,0.11928736386386166,4.767511964160259,207.5229803215859,0.08774299301391929,0.13032029386612393,4.408575503633048,193.59392128207944,0.08104967388485557,0.1207467635691644,4.7994445362350024,210.03169740194343,0.08866919166126248,0.13082937314394188,4.3097274037489,188.03686587768,0.07927901203192579,0.11784281199439765,4.939169040254905,215.74484517605245,0.09069798323080959,0.13587056888834428,4.415933181101973,192.19199837354046,0.08146727882782918,0.11909983819730122,4.845568625713696,211.45907729714398,0.08861858846066929,0.13127693320313993
4.250777284276072,185.20408404242255,0.07831962330654484,0.11529536470619611,5.042009307798721,221.06165137051738,0.09294091104281409,0.13783577505513123,4.3907560894732365,191.99511509223856,0.08099186723878328,0.11952999129678822,4.529841889999601,197.88561204197367,0.08332985265901717,0.12410453771849328,4.20908207207817,184.83689624450886,0.07735880642558365,0.11455493848389317,4.910358838446419,214.12976382650695,0.09049314285801988,0.13351483211430767,4.517618680738733,198.32400387444088,0.08249864212095943,0.12390749291414282,4.507492080528346,197.32998236407684,0.08284406553250716,0.12224619650716033,4.348520899606886,189.95033393493503,0.07991226522039285,0.11918218184675874,4.8377404833729685,210.32062684152288,0.0890736528084971,0.1313097448570207,4.452787602042411,194.87304365395332,0.08216538493810957,0.1218185638899984,4.637836032820813,201.71727790853492,0.08527434149726953,0.1266763478458105,4.290613055489013,187.44673119671933,0.07890283186930958,0.118340170760775,4.978022364672151,217.30557145778707,0.09177747501511843,0.13550728396853726,4.41388528466509,192.67549974695737,0.08112020134923792,0.12197430181015796,4.619549332595145,201.93162910545726,0.08525778275161133,0.1258791336901594
4.221224179085963,184.29642232530426,0.07751586616924226,0.11485643090177104,5.031939895190184,219.68568045494905,0.09219075713624403,0.1383553934135233,4.460980890744366,195.257743344122,0.08242169672309348,0.12358752345919626,4.695283849150626,204.7285447886762,0.08634916396894882,0.1285742574351459,4.208317083861727,184.91607226624598,0.07778523780375958,0.11496036722615695,4.879391283553936,213.97271543689675,0.09013504296722862,0.13358787177667872,4.6561377863034386,203.43281524420973,0.08593960272259367,0.12828397055306257,4.621829866881377,202.17443706726553,0.0855032709378215,0.12646377085152455,4.387588977316311,191.05756097615142,0.08073191866750254,0.11909249845717404,4.768492843193901,208.65446775057796,0.08779519143439994,0.1308405617036378,4.587750245059986,200.96974151383853,0.0844514824818285,0.12473305123845808,4.710019369992516,205.89581003660862,0.08713507461224444,0.12840269899430012,4.25950618382269,186.2721985974551,0.07853913875822514,0.11741132918612786,4.909782899451709,214.4854478488056,0.09054175557826402,0.1336676394838709,4.542783587852006,198.76414167134436,0.0834281451876555,0.12643875412519,4.679149809117883,205.40382334235642,0.08573318426966835,0.1271098358469972
4.3537020078476445,190.06602989957383,0.08011157002051375,0.11830546412506283,5.066057916131076,221.3450421329812,0.09330184740977111,0.1377430097792666,4.5298459369997985,197.36067629843944,0.08347516285678012,0.12320275911692688,4.876660093705979,211.93859683337772,0.08998052565198957,0.13180278850570845,4.346796396318931,189.83331617468355,0.0797994284224637,0.1192224112409801,4.9292394187572315,214.66994526820076,0.09088013896197493,0.1338107655403787,4.669999818810738,203.55784185183975,0.0862369796823641,0.12731984661312962,4.746367645816612,207.7510338017838,0.08726436064337538,0.12852747183828467,4.508689075436937,196.16057491758028,0.08287695481624774,0.12173146056990648,4.80574233494893,209.65178200245566,0.08814266046742243,0.13056786896062986,4.53128818120649,199.02726674627962,0.08331260593003229,0.12457404169496016,4.873761420018278,212.89730854717342,0.08971726872831023,0.1329065658241309,4.355409227603596,190.5879257093473,0.07989107592529077,0.11824229111527702,4.929186345637952,215.93338157451902,0.09065306292603559,0.13318372747731302,4.551967768478402,199.40417144531887,0.08330825716016708,0.12522608584952857,4.8672425822605,213.43738688490404,0.08965235509302591,0.13312649401087764
