_id,pet_id,duration_s,n_beats,hr_mean_bpm,hr_min_bpm,hr_max_bpm,sdnn_ms,rmssd_ms,br_episode_count,br_total_s,br_value_mean,bad_ecg_fraction,has_bradycardia,DogID,breed,weight_kg,age_months,Gender,NeuteringStatus
62271dc2b9baee839b0c1e99,14,300.12,380,76.15539182853317,8.784773060029284,300.00000000001705,577.5920844732248,773.4785372711033,1,40.0,13.24,0.813418299346928,1,,,,,,
62271ea0be903091edb2bf09,14,300.08,328,65.59459730533918,31.250000000000203,300.00000000001705,406.3534810182117,510.6098242670578,18,720.0,12.915000000000001,0.9866598906958146,1,,,,,,
622723bebe903091edb2bf0b,14,300.08,292,58.59060402684564,31.08808290155521,285.7142857142859,403.0659016890358,545.8849190329264,4,160.32,13.545,0.34657424686750204,1,,,,,,
622776fabe903091edb2bf0d,14,300.14,275,55.06062026927455,29.411764705882263,162.1621621621664,468.4726044364359,612.6535092075478,1,40.0,13.13,0.5535623375757981,1,,,,,,
622799e5ea79f8f9cc02b284,14,300.12,306,61.26753490240718,29.411764705882057,299.99999999999574,450.7871602520921,567.2918700188411,1,40.0,13.99,0.6930561108889778,1,,,,,,
622799e58cb091d84e475072,14,300.17,300,60.51406597854685,26.315789473684116,260.8695652174029,457.5709969574418,519.5777841916481,4,160.0,9.9575,0.34647033347769596,1,,,,,,
622799eeea79f8f9cc02b285,14,300.08,266,53.24849296718017,29.268292682926667,111.1111111111112,411.4772609834722,598.9681784434619,1,40.0,14.5,0.0,1,,,,,,
6227774bb9baee839b0c1e9c,14,300.14,324,64.92462311557789,29.268292682926667,200.00000000001137,401.6914581328224,471.38951466294014,1,39.980000000000004,15.12,0.20705737322582804,1,,,,,,
622799ec8cb091d84e475073,14,300.12,307,61.49105767298546,32.96703296703309,230.76923076923097,360.76820188193483,481.8822385223156,2,80.0,14.535,0.25989604158336665,1,,,,,,
622799f58cb091d84e475074,14,300.17,262,52.43245053068603,27.649769585253253,107.14285714285671,502.49763743354055,618.2571658112216,7,280.0,9.709999999999999,0.0,1,,,,,,
6227773eb9baee839b0c1e9b,14,300.14,325,65.1692926583976,28.708133971291815,545.4545454547597,467.02222027766254,507.08112699039134,8,320.0,9.72875,0.2598787232624775,1,,,,,,
62279a018cb091d84e475075,14,300.17,258,51.580531861515304,27.906976744185975,103.44827586207181,472.8835226533937,674.3842677769126,14,560.0,11.724285714285713,0.0,1,,,,,,
62277a00a5ff2fba7b7faeed,14,300.14,282,58.343137933421,8.032128514056225,260.8695652174029,581.7043289194961,793.9440426485636,5,200.0,11.38,0.5535623375757981,1,,,,,,
62279a078cb091d84e475076,14,300.12,286,57.42494458996573,19.480519480519494,249.99999999999793,463.05825803410573,595.5846931886038,5,200.0,10.376,0.25989604158336665,1,,,,,,
62277a00aea43ef3b260d6d0,14,300.14,277,55.50900010055978,30.456852791878628,105.2631578947381,386.90225944839165,531.6543648239533,12,480.0,9.390833333333335,0.0,1,,,,,,
62279a178cb091d84e475078,14,300.12,279,55.92998692284477,28.708133971291815,300.00000000001705,450.5382551709857,563.3996215600499,8,320.0,10.6725,0.12036218845795023,1,,,,,,
62279a22ea79f8f9cc02b28a,14,300.17,329,65.84362139917695,31.24999999999974,300.0000000000064,379.15642524059086,451.2988391319395,21,840.0,11.347142857142856,0.5197055002165439,1,,,,,,
62279a28ea79f8f9cc02b28b,14,300.17,283,57.11778010329811,29.702970297029708,122.44897959184156,389.98238883004365,468.5709325824748,2,80.0,9.11,0.0,1,,,,,,
62277a04aea43ef3b260d6d1,14,300.14,285,56.99377884808348,27.777777777777825,127.65957446808541,438.09198312295564,517.1852331331833,6,240.9,8.741666666666667,0.0,1,,,,,,
62279a2a8cb091d84e47507a,14,300.17,289,57.84100418410042,25.423728813559176,115.38461538461311,384.1187086015425,448.52215712887903,4,160.94,11.2625,0.0,1,,,,,,
62279a34ea79f8f9cc02b28c,14,300.17,281,56.444026340545626,30.45685279187775,113.20754716981108,400.8068922493123,480.2526963274109,25,1000.0,7.924000000000001,0.0,1,,,,,,
62277a07a5ff2fba7b7faeee,14,300.14,288,57.665260196905756,27.777777777777455,120.0,403.66819662025364,467.9048675051016,20,800.0,7.902500000000001,0.0866262410874925,1,,,,,,
62279a40ea79f8f9cc02b28d,14,300.17,293,58.89867545216164,30.30303030303024,115.38461538461942,385.47647794601306,447.31117270125026,25,1000.0,7.151600000000001,0.0,1,,,,,,
62279a3a8cb091d84e47507c,14,300.17,359,71.98873919163482,24.0,300.00000000001705,399.6087197869739,422.0790213693545,11,440.0,9.073636363636362,0.6063230835859679,1,,,,,,
62279a46ea79f8f9cc02b28e,14,300.17,386,77.43103274896927,31.57894736842096,142.85714285714226,289.24659561279714,283.60771028541046,7,280.46000000000004,11.015714285714285,0.08661758336942399,1,,,,,,
62279a4dea79f8f9cc02b28f,14,300.17,370,74.11126732275557,32.085561497326125,300.00000000001705,328.8626605785458,367.9718207547507,4,160.0,7.7975,0.43308791684711995,1,,,,,,
62277a11a5ff2fba7b7faeef,14,300.14,297,61.666666666666664,12.219959266802453,166.66666666666694,429.7598217048785,489.5200001107954,4,160.0,11.754999999999999,0.0,1,,,,,,
62279a598cb091d84e47507f,14,300.17,308,61.59505099481692,30.45685279187819,249.99999999999054,373.143459526277,393.68960269223766,2,80.0,8.76,0.34647033347769596,1,,,,,,
62279a65ea79f8f9cc02b291,14,300.17,324,65.0226472068445,30.769230769230948,300.0000000000011,439.5079394205775,430.5182490126513,4,160.0,7.465,0.17323516673884798,1,,,,,,
62279a698cb091d84e475081,14,300.12,298,59.600655540319075,8.982035928143702,139.534883720928,490.73086120783006,726.0218800217194,2,80.47999999999999,15.635,0.08663201386112222,1,,,,,,
62279a6bea79f8f9cc02b292,14,300.17,298,59.73050881544546,32.085561497326125,109.09090909090683,358.58936373842994,477.44746421054725,2,80.03999999999999,12.14,0.08661758336942399,1,,,,,,
62279a72ea79f8f9cc02b293,14,300.17,287,57.41818911865088,14.598540145985453,260.8695652174029,453.3398463812945,612.9577415959895,2,80.0,11.79,0.6063230835859679,1,,,,,,
62277a1ca5ff2fba7b7faef0,14,300.14,279,55.77662598227722,17.857142857142936,272.72727272730936,465.4185884871967,549.0017195661983,12,480.0,9.012500000000001,0.0866262410874925,1,,,,,,
62279a7dea79f8f9cc02b294,14,300.17,317,63.49844268059882,27.149321266968315,299.99999999999574,474.52866222797184,503.0361784458405,8,320.0,9.911249999999999,0.17323516673884798,1,,,,,,
62279a7c8cb091d84e475083,14,300.17,298,59.84484669375693,32.2580645161288,103.44827586206927,376.58181563089926,573.3581141198136,1,40.0,16.75,0.0,1,,,,,,
62279a84ea79f8f9cc02b295,14,300.17,311,62.35333556821991,16.172506738544563,260.8695652174029,506.4395016049644,612.848672304695,18,720.0,8.939444444444444,0.2071389545923976,1,,,,,,
62279a908cb091d84e475085,14,300.17,286,57.25765946760422,26.905829596412335,299.9999999999998,444.32072242200155,485.4459253911527,1,40.0,9.21,0.25985275010827197,1,,,,,,
62279a9c8cb091d84e475086,14,300.17,262,52.52742092375809,24.999999999999943,133.33333333331987,547.3810593794811,596.8684302900612,1,40.0,7.43,0.1205213712229736,1,,,,,,
62279aa0ea79f8f9cc02b298,19,300.34,237,47.48968709125667,27.149321266968226,86.95652173913072,484.9361437026196,811.9131595949202,1,40.0,14.18,0.08656855563694481,1,19.0,German Shepherd,30.0,57.0,1.0,0.0
62279aaaea79f8f9cc02b299,19,300.09,288,57.80075187969925,27.149321266968315,250.00000000004974,529.7073585707793,662.830337223679,17,680.0,14.934705882352942,0.3801679496151156,1,19.0,German Shepherd,30.0,57.0,1.0,0.0
62277a2da5ff2fba7b7faef4,19,300.36,304,61.027190332326285,7.5,299.9999999999744,673.1849730939305,901.6899145419981,1,40.0,12.17,0.6925023305366893,1,19.0,German Shepherd,30.0,57.0,1.0,0.0
62279ab0ea79f8f9cc02b29a,19,300.44,223,44.80021525628952,26.785714285714178,88.23529411764618,555.9472153591023,840.3460287071019,2,80.0,12.55,0.0,1,19.0,German Shepherd,30.0,57.0,1.0,0.0
62279ab68cb091d84e475089,19,300.39,216,43.54577369700243,25.531914893617007,86.95652173913072,550.2871629862427,819.1136650439215,10,400.0,12.674000000000001,0.0,1,19.0,German Shepherd,30.0,57.0,1.0,0.0
62279abaea79f8f9cc02b29b,19,300.48,222,44.3522761481085,26.20087336244551,88.23529411764618,576.0202830767657,787.7750601882155,5,200.0,10.996,0.0,1,19.0,German Shepherd,30.0,57.0,1.0,0.0
62277a2faea43ef3b260d6d6,19,300.14,233,46.76162321956463,27.272727272727238,101.6949152542416,543.7649953835828,705.8356013293005,2,80.0,11.04,0.0,1,19.0,German Shepherd,30.0,57.0,1.0,0.0
62279abd8cb091d84e47508a,19,300.12,273,54.92915081956178,28.037383177569904,146.3414634146341,537.331251495107,595.1572709139768,1,40.0,11.23,0.08663201386112222,1,19.0,German Shepherd,30.0,57.0,1.0,0.0
62279ac5ea79f8f9cc02b29c,19,300.39,248,51.32112061502234,22.55639097744364,166.66666666666694,577.4326555904221,682.9437715668465,11,440.14,9.695454545454545,0.0,1,19.0,German Shepherd,30.0,57.0,1.0,0.0
62279ac68cb091d84e47508b,19,300.49,247,49.386020677886684,26.785714285714178,93.750000000002,580.2882759104451,660.798218607076,2,80.0,8.485,0.08652534194149555,1,19.0,German Shepherd,30.0,57.0,1.0,0.0
62277a33a5ff2fba7b7faef5,19,300.14,247,49.93234100135317,28.571428571428577,98.36065573770502,513.7018494978724,601.332533899947,5,200.0,8.732,0.0866262410874925,1,19.0,German Shepherd,30.0,57.0,1.0,0.0
62279accea79f8f9cc02b29d,19,300.49,282,56.55820194565582,23.715415019762837,272.7272727272389,509.1926207866214,598.4802180762287,1,40.0,10.98,0.380993044693667,1,19.0,German Shepherd,30.0,57.0,1.0,0.0
62279ad3ea79f8f9cc02b29e,19,300.49,226,45.16409621625239,21.818181818181817,92.3076923076925,593.4466752364577,755.2905661304872,1,40.0,8.85,0.08652534194149555,1,19.0,German Shepherd,30.0,57.0,1.0,0.0
62277a35aea43ef3b260d6d7,19,300.14,218,43.71034343841273,25.6410256410256,90.90909090908747,584.4190284249113,783.773812326548,3,120.0,10.246666666666668,0.0,1,19.0,German Shepherd,30.0,57.0,1.0,0.0
62279adfea79f8f9cc02b29f,2,300.12,256,51.290646999664766,27.906976744185602,149.99999999999787,478.6294828720073,575.3978425101676,1,40.0,11.15,0.3465280554444889,1,,,,,,
62279ae38cb091d84e47508e,2,300.08,214,42.959427207637226,28.037383177570273,92.30769230769226,501.4579373118744,715.3581369852025,25,1000.0,10.668,0.0,1,,,,,,
62279ae8ea79f8f9cc02b2a0,2,300.08,219,43.97969133519384,23.43750000000024,285.71428571429425,539.5104991175778,706.6673912409698,21,840.0,9.445238095238095,0.0,1,,,,,,
62277a3aa5ff2fba7b7faef6,2,300.14,245,49.24650161463939,24.390243902439014,250.00000000000534,495.6358690204449,588.7823104114974,1,40.0,8.76,0.0866262410874925,1,,,,,,
62279aea8cb091d84e47508f,2,300.12,228,45.65720223928128,23.52941176470604,240.0,506.3390530829437,776.769176771516,21,840.0,13.996190476190478,0.17326402772224445,1,,,,,,
62279af38cb091d84e475090,2,300.12,381,76.49979868474031,11.741682974559655,299.9999999999744,512.4660284905679,609.4688201574103,3,120.0,12.026666666666666,0.9000503132080502,1,,,,,,
62279af9ea79f8f9cc02b2a2,2,300.08,330,66.20828442059364,12.145748987854255,300.00000000001705,657.2961207685198,817.3488522910296,10,400.0,11.751,0.6065049320181285,1,,,,,,
